Project,Subproject of Deployments_annotated.jmp,Deployment,Deployme_1,Date_Out,Date_Retri,First_Dete,Survey_Day,Latitude,Longitude,Time_Zone,Habitat,Feature_Wa,Feature_Ro,Feature_Hu,Feature__1,Feature_Lo,Vegetation,Vegetati_1,Vegetati_2,Camera_Hei,Resticted_,Obstructed,Wide,gppcum_0.5deg,gppmin_0.5deg,gppvar_0.5deg,GPP_VAR1km,GPP_min1km,CUM_GPP1km,cultiv1km,gpw_v4_pop,GPP_Cum_combo,GPP_Min_combo,GPP_Var_combo,pop_log1p,GPP_min_combo_log1p,Subproject of untitled 3,Deployment_Name,N(Abert's Squirrel),N(Allen's Chipmunk),N(American Badger),N(American Beaver),N(American Bison),N(American Black Bear),N(American Marten),N(American Mink),N(American Red Squirrel),N(American Robin),N(Arizona Gray Squirrel),N(Bald Eagle),N(Bicycle),N(Black Vulture),N(Black-tailed Jackrabbit),N(Black-tailed Prairie Dog),N(Bobcat),N(Brown Bear),N(Brush Rabbit),N(Bushy-tailed Woodrat),N(California Quail),N(Camera Trapper),N(Canada Goose),N(Canada Lynx),N(Cliff Chipmunk),N(Collared Peccary),N(Common Pheasant),N(Corvid species),N(Coyote),N(Desert Cottontail),N(Desert Woodrat),N(Domestic Cat),N(Domestic Cow),N(Domestic Dog),N(Domestic Horse),N(Domestic Sheep),N(Douglas's Squirrel),N(Dusky Grouse),N(Eastern Chipmunk),N(Eastern Cottontail),N(Eastern Fox Squirrel),N(Eastern Gray Squirrel),N(Eastern Woodrat),N(Ermine),N(Fisher),N(Gambel's Quail),N(Gemsbok),N(Golden Eagle),N(Gray Wolf),N(Great Blue Heron),N(Greater Roadrunner),N(Grey Fox),N(Harris's Antelope Squirrel),N(Human non-staff),N(Javan Mongoose),N(Kit Fox),N(Least Chipmunk),N(Long-tailed Weasel),N(Marsh Rabbit),N(Merriam's Kangaroo Rat),N(Mexican Woodrat),N(Moose),N(Mountain Beaver),N(Mountain Cottontail),N(Mountain Quail),N(Mule Deer),N(Muskrat),N(Nine-banded Armadillo),N(No Animal),N(North American Otter),N(North American Porcupine),N(Northern Flying Squirrel),N(Northern Raccoon),N(Other Bird species),N(Owl species),N(Peromyscus species),N(Pronghorn),N(Puma),N(Pygmy Rabbit),N(Raptor species),N(Rattus species),N(Red Fox),N(Red Wolf),N(Reptile species),N(Ringtail),N(Rock Squirrel),N(Ruffed Grouse),N(Sharp-tailed Grouse),N(Snowshoe Hare),N(Southern Flying Squirrel),N(Spruce Grouse),N(Striped Skunk),N(Swamp Rabbit),N(Townsend's Chipmunk),N(Turkey Vulture),N(Uinta Chipmunk),N(Unknown Animal),N(Unknown Bear),N(Unknown Bird),N(Unknown Canid),N(Unknown Cervid),N(Unknown Chipmunk),N(Unknown Cottontail),N(Unknown Flying Squirrel),N(Unknown Ground Squirrel),N(Unknown Ground-Dove),N(Unknown Large Weasel_Badger_Otter),N(Unknown Pig_Peccary),N(Unknown Rabbit_Hare),N(Unknown Raptor),N(Unknown Skunk),N(Unknown Small Mammal),N(Unknown Small Weasel),N(Unknown Squirrel),N(Unknown Woodrat),N(Vehicle),N(Virginia Opossum),N(Wapiti),N(Western Gray Squirrel),N(Western Spotted Skunk),N(White-tailed Antelope Squirrel),N(White-tailed Deer),N(White-tailed Jackrabbit),N(Wild Boar),N(Wild Turkey),N(Woodchuck)
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_3,d62982,10/22/2019,11/08/2019,10/22/2019,17,40.24311,-78.66615,EST,forest,0,0,0,0,1,low,medium,high,1,0,0,0,14463.1,3.74257,0.943443,0.98841,0,17073,0,1.08846,17073,0,0.98841,0.7364269523,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_4,d62983,10/12/2019,11/11/2019,10/12/2019,30,40.25621,-78.63939,EST,forest,0,0,0,0,1,low,low,high,1,0,0,0,14384.9,4.08361,0.941446,0.93324,0,17696,0,2.88819,17696,0,0.93324,1.3579437537,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_5,d62984,10/22/2019,11/06/2019,10/22/2019,15,40.2628,-78.64124,EST,forest,0,0,0,0,1,high,medium,high,1,0,0,0,14420.7,3.8398,0.94246,0.971915,0,16984,0,2.86319,16984,0,0.971915,1.351493267,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_6,d62985,10/22/2019,11/09/2019,10/22/2019,18,40.29461,-78.64281,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0,14477.6,3.33672,0.943902,0.94876,0,16715,0,2.22753,16715,0,0.94876,1.1717171388,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_7,d62986,10/22/2019,11/06/2019,10/22/2019,15,40.30043,-78.63981,EST,forest,0,0,0,0,0,Low,Medium,Low,1,0,0,0,14448.1,3.44667,0.943383,0.94876,0,16715,0,3.75049,16715,0,0.94876,1.5582477706,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_8,d62987,10/22/2019,11/11/2019,10/22/2019,20,40.30111,-78.66035,EST,forest,0,0,0,0,0,low,medium,high,1,0,0,0,14549.4,3.01517,0.945616,0.95978,0,16660,0,2.83433,16660,0,0.95978,1.3439947129,0,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0
Snapshot USA - 2019,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_9,d62988,10/22/2019,11/11/2019,10/22/2019,20,40.29122,-78.6621,EST,forest,0,0,0,0,0,low,low,high,1,1,0,0,14521.8,3.24017,0.944855,0.968602,2,16946,0,2.32194,16946,2,0.968602,1.2005489496,1.0986122887,PA_Forest_State_Games_Lands_026,PA_Forest_State_Games_Lands_026_9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Snapshot USA - 2019,DE_Forest_Wilmington,DE_Forest_Wilmington_6,d57240,08/30/2019,10/01/2019,08/30/2019,32,39.82279,-75.61494,EST,forest,0,0,0,0,0,high,medium,high,1,1,0,0,13489.1,14.2065,0.826611,0.835888,11,13689,0.00183655,74.879,13689,11,0.835888,4.3291399663,2.4849066498,DE_Forest_Wilmington,DE_Forest_Wilmington_6,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,1
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_1,d57630,09/11/2019,11/15/2019,09/11/2019,65,39.905,-75.35674,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,12805.1,13.1403,0.839101,-9999,-9999,-9999,0.00183655,1851.05,12805.1,13.1403,0.839101,7.5240484127,2.6490288767,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,8,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_2B,d64520,09/26/2019,11/23/2019,09/26/2019,58,39.8982,-75.35591,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,12776.2,13.2174,0.83813,-9999,-9999,-9999,0.00275482,1395.77,12776.2,13.2174,0.83813,7.2419177072,2.6544665666,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_2B,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,41,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_3,d57632,09/13/2019,10/06/2019,09/13/2019,23,39.90382,-75.36156,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,12805.1,13.1403,0.839101,-9999,-9999,-9999,0.00183655,363.397,12805.1,13.1403,0.839101,5.8982439326,2.6490288767,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,4,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,2,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_4,d57633,09/13/2019,10/06/2019,09/13/2019,23,39.90352,-75.3625,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,12851.5,13.1294,0.838698,-9999,-9999,-9999,0.00183655,363.397,12851.5,13.1294,0.838698,5.8982439326,2.6482577329,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_4B,d63326,10/06/2019,10/25/2019,10/06/2019,19,39.90352,-75.3625,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,12851.5,13.1294,0.838698,-9999,-9999,-9999,0.00183655,363.397,12851.5,13.1294,0.838698,5.8982439326,2.6482577329,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_4B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_6,d57635,09/14/2019,11/20/2019,09/14/2019,67,39.8993,-75.35567,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,12776.2,13.2174,0.83813,-9999,-9999,-9999,0.00275482,1395.77,12776.2,13.2174,0.83813,7.2419177072,2.6544665666,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_6,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,1,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,27,19,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_7,d57636,09/11/2019,11/08/2019,09/11/2019,58,39.92292,-75.35988,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,12837.4,12.9233,0.840978,0.752387,21,14517,0.000918274,453.725,14517,21,0.752387,6.1196928406,3.0910424534,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0
Snapshot USA - 2019,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_8,d57637,09/10/2019,11/08/2019,09/10/2019,59,39.92591,-75.36129,EST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,12837.4,12.9233,0.840978,0.752387,21,14517,0.000918274,551.839,14517,21,0.752387,6.3150668199,3.0910424534,PA_Wetlands_Crum_Woods,PA_Wetlands_Crum_Woods_8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,8,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0
UT_Data,UT_Desert_Wasatch,Blaine Preserve.USA.2019,d62253,10/04/2019,11/17/2019,10/04/2019,44,40.73222,-111.84668,MST,grassland,0,0,0,0,1,high,low,low,1,0,0,1,6791.69,1.72527,0.760568,-9999,-9999,-9999,0.0146924,3023.3,6791.69,1.72527,0.760568,8.0144349387,1.0025675058,UT_Desert_Wasatch,Blaine Preserve.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,Creekside Park.USA.2019,d61257,09/07/2019,09/29/2019,09/07/2019,22,40.66553,-111.84855,MST,forest,0,0,0,0,1,high,low,high,1,0,0,0,6630.86,1.88129,0.740619,-9999,-9999,-9999,0.0321396,2686.1,6630.86,1.88129,0.740619,7.8962178241,1.0582381105,UT_Desert_Wasatch,Creekside Park.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,Crestwood Park.USA.2019,d61255,09/07/2019,09/29/2019,09/07/2019,22,40.61364,-111.84496,MST,forest,0,0,0,0,0,high,low,medium,1,0,0,0,6485.59,1.86629,0.733794,-9999,-9999,-9999,0.00183655,1029.63,6485.59,1.86629,0.733794,6.9379255447,1.0530185106,UT_Desert_Wasatch,Crestwood Park.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,DD_01.USA.2019,d62245,10/03/2019,10/11/2019,10/03/2019,8,40.56655,-111.81139,MST,forest,0,0,0,0,0,high,low,low,1,0,0,0,6645.18,1.78692,0.753565,-9999,-9999,-9999,0.0440771,156.023,6645.18,1.78692,0.753565,5.0563922914,1.0249370434,UT_Desert_Wasatch,DD_01.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,DD_02.USA.2019,d62246,10/03/2019,11/17/2019,10/03/2019,45,40.55893,-111.81396,MST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,6645.18,1.78692,0.753565,-9999,-9999,-9999,0.0220386,156.023,6645.18,1.78692,0.753565,5.0563922914,1.0249370434,UT_Desert_Wasatch,DD_02.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,DD_03.USA.2019,d62247,10/03/2019,11/16/2019,10/03/2019,44,40.55909,-111.8269,MST,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,6443.7,1.82736,0.737056,-9999,-9999,-9999,0.00459137,1604.24,6443.7,1.82736,0.737056,7.3810285571,1.0393434141,UT_Desert_Wasatch,DD_03.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,DD_04.USA.2019,d62248,10/02/2019,11/16/2019,10/02/2019,45,40.55971,-111.83898,MST,forest,0,0,0,0,0,0,medium,medium,1,0,0,0,6357.85,1.85073,0.729094,-9999,-9999,-9999,0.0128558,1444.74,6357.85,1.85073,0.729094,7.2763765802,1.0475751018,UT_Desert_Wasatch,DD_04.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,91,0,7,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,DD_07.USA.2019,d62249,10/05/2019,11/17/2019,10/05/2019,43,40.56902,-111.87101,MST,forest,0,0,0,0,0,Low,0,Low,1,0,0,0,6064.62,1.93938,0.70267,-9999,-9999,-9999,0.0440771,1881.21,6064.62,1.93938,0.70267,7.5402018973,1.0781986748,UT_Desert_Wasatch,DD_07.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,DD_08.USA.2019,d62250,10/04/2019,11/17/2019,10/04/2019,44,40.56938,-111.88038,MST,forest,0,0,0,0,0,High,0,0,1,0,0,0,5974.42,1.94016,0.694937,-9999,-9999,-9999,0.0440771,2182.16,5974.42,1.94016,0.694937,7.6885286475,1.0784640016,UT_Desert_Wasatch,DD_08.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UT_Data,UT_Desert_Wasatch,General Holm Park N.USA.2019,d61369,09/02/2019,09/30/2019,09/02/2019,28,40.68859,-111.92125,MST,forest,0,0,0,0,0,Low,0,0,1,0,0,0,5855.64,1.75041,0.677018,-9999,-9999,-9999,0.0367309,2475.82,5855.64,1.75041,0.677018,7.8147307583,1.0117499915,UT_Desert_Wasatch,General Holm Park N.USA.2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
